"","recno","TYCID1","TYCID2","TYCID3","RA_J2000","DE_J2000","pmRA","pmDE","BT","VT","V","BV","HD","HIP","Plx","indexcandidate","hyades","clusterNum"
"9382",104271,1280,785,1,4.89763,16.4469,38.9,-48.7,11.617,10.649,10.562,0.823,"286169","NULL",0,11242,0,3
"9388",104279,1280,977,1,4.80345,15.6645,11.3,-33.5,11.556,10.861,10.798,0.591,"NULL","NULL",0,11250,0,3
"9390",104281,1280,998,1,4.81507,15.5696,41.8,-15.2,10.102,9.379,9.314,0.615,"30506","NULL",0,11252,0,3
"9399",104298,1281,145,1,4.99674,16.8581,79.2,-57.8,11.664,10.719,10.634,0.803,"NULL","NULL",0,11269,0,3
"9405",104304,1281,308,1,4.98621,16.0717,74.3,-43,11.231,10.271,10.185,0.816,"NULL","NULL",0,11275,0,3
"9410",104309,1281,556,1,4.98718,15.7221,38.7,-26.3,10.324,9.675,9.617,0.552,"31784","NULL",0,11280,0,3
"9422",104322,1281,833,1,4.96945,15.8321,31.3,-50.8,11.636,10.767,10.689,0.739,"NULL","NULL",0,11293,0,3
"9423",104323,1281,856,1,4.96424,15.6973,2.7,-72.7,11.994,11.326,11.266,0.568,"NULL","NULL",0,11294,0,3
"9430",104332,1281,914,1,5.05405,16.2778,-11.4,-62.4,11.124,10.381,10.314,0.632,"NULL","NULL",0,11303,0,3
"9450",104353,1281,1543,1,5.02684,15.2724,69.9,-134.9,11.199,10.598,10.544,0.511,"NULL","NULL",0,11324,0,3
"9451",104354,1281,1586,1,4.99341,15.0224,13.3,-30.7,10.849,10.18,10.12,0.569,"31829","NULL",0,11325,0,3
"9461",104365,1281,1822,1,4.94161,16.2134,3,-39.4,12.028,10.995,10.902,0.878,"286162","NULL",0,11336,0,3
"9473",104379,1282,348,1,5.1984,16.7446,41.4,-28.6,11.38,10.778,10.724,0.512,"NULL","NULL",0,11350,0,3
"9474",104380,1282,353,1,5.19806,16.7419,42.3,-30.2,9.23,8.694,8.646,0.456,"33572","NULL",0,11351,0,3
"9476",104382,1282,385,1,5.15103,16.3898,-11.7,-80.5,10.224,9.427,9.355,0.677,"NULL","NULL",0,11353,0,3
"9496",104402,1282,586,1,5.17896,16.5959,7.2,-27.1,9.982,9.431,9.381,0.468,"33416","NULL",0,11373,0,3
"9504",104410,1282,820,1,5.12449,16.0332,49.2,-148.9,11.98,11.187,11.116,0.674,"NULL","NULL",0,11381,0,3
"9509",104417,1282,1063,1,5.10307,16.179,17.3,-42.9,11.259,9.795,9.663,1.244,"NULL","NULL",0,11388,0,3
"9515",104424,1282,1299,1,5.08158,15.3251,59.8,-33.5,11.785,10.523,10.409,1.073,"NULL","NULL",0,11395,0,3
"9522",104434,1282,1530,1,5.11858,16.0535,62.6,-119.7,11.495,10.801,10.739,0.59,"NULL","NULL",0,11405,0,3
"9537",104450,1282,2048,1,5.10849,15.0251,6.1,-34.3,11.037,10.354,10.293,0.581,"NULL","NULL",0,11421,0,3
"9542",104458,1283,166,1,5.20256,16.1858,48.1,-38,11.112,10.177,10.093,0.795,"NULL","NULL",0,11429,0,3
"9544",104460,1283,192,1,5.22741,15.8758,14.5,-36,12.184,11.327,11.25,0.728,"NULL","NULL",0,11431,0,3
"9552",104469,1283,347,1,5.264,16.1492,-8.4,-64.8,11.075,10.289,10.218,0.668,"NULL","NULL",0,11440,0,3
"9557",104476,1283,479,1,5.25859,15.6989,4.3,-32.3,10.921,10.227,10.165,0.59,"NULL","NULL",0,11447,0,3
"9588",104509,1283,1112,1,5.25211,16.6643,-19.4,-76.8,10.273,9.713,9.663,0.476,"NULL","NULL",0,11480,0,3
"9599",104520,1283,1366,1,5.20488,15.1986,20.3,-33.7,9.802,9.055,8.988,0.635,"33644","NULL",0,11491,0,3
"9614",104540,1284,397,1,4.80485,18.7428,9.2,-50.5,11.216,10.733,10.69,0.411,"NULL","NULL",0,11511,0,3
"9615",104541,1284,400,1,4.83871,17.5208,20.4,-26.1,9.412,9.038,9.004,0.318,"30662","NULL",0,11512,0,3
"9625",104551,1284,745,1,4.91777,18.6545,64.6,-53.5,10.631,9.915,9.851,0.609,"NULL","NULL",0,11522,0,3
"9645",104575,1284,1516,1,4.80968,17.8085,-0.9,-42.3,10.451,9.8,9.741,0.553,"NULL","NULL",0,11546,0,3
"9650",104582,1285,122,1,5.04722,17.0354,6.4,-90.4,11.185,10.37,10.297,0.693,"286328","NULL",0,11553,0,3
"9652",104584,1285,353,1,4.98003,18.1694,72.3,-64,11.884,10.736,10.633,0.976,"NULL","NULL",0,11555,0,3
"9666",104600,1285,1077,1,5.0616,18.3221,58.8,-9.7,11.873,10.956,10.873,0.779,"NULL","NULL",0,11571,0,3
"9673",104607,1285,1276,1,4.95143,16.9163,24.3,-33.2,11.653,11.017,10.96,0.541,"286156","NULL",0,11578,0,3
"9674",104608,1285,1297,1,5.06582,17.8708,100.2,-87.1,11.756,11.018,10.952,0.627,"286313","NULL",0,11579,0,3
"9686",104622,1286,243,1,5.13326,17.2774,31.7,-41,11.632,10.57,10.474,0.903,"NULL","NULL",0,11593,0,3
"9697",104633,1286,752,1,5.19216,18.1435,30.1,-36.8,11.13,10.351,10.281,0.662,"NULL","NULL",0,11604,0,3
"9711",104651,1286,1487,1,5.10108,16.9734,12.8,-33.4,11.779,10.879,10.798,0.765,"NULL","NULL",0,11622,0,3
"9728",104670,1286,2091,1,5.07242,17.9009,46.9,-15.5,10.985,10.09,10.009,0.761,"NULL","NULL",0,11641,0,3
"9731",104675,1287,32,1,5.31892,17.6997,23.9,-16.9,11.057,10.614,10.574,0.377,"NULL","NULL",0,11646,0,3
"9734",104678,1287,77,1,5.267,17.9069,24.4,-17.7,11.704,10.987,10.922,0.609,"NULL","NULL",0,11649,0,3
"9744",104690,1287,454,1,5.29262,17.5772,42.9,-45.4,11.554,10.729,10.655,0.701,"NULL","NULL",0,11661,0,3
"9773",104721,1287,1038,1,5.26363,18.739,34.5,-31.5,11.66,10.757,10.676,0.768,"NULL","NULL",0,11692,0,3
"9777",104725,1287,1119,1,5.2978,18.6782,26.7,-19.9,11.462,10.297,10.192,0.99,"NULL","NULL",0,11696,0,3
"9799",104751,1287,1687,1,5.23091,17.3143,19.4,-60.6,10.654,9.914,9.847,0.629,"NULL","NULL",0,11722,0,3
"9819",104778,1288,498,1,4.92716,19.2271,16,-48.3,11.162,9.954,9.845,1.027,"NULL","NULL",0,11749,0,3
"9822",104781,1288,609,1,4.80435,20.5443,27.4,-50.8,11.623,10.728,10.647,0.761,"284804","NULL",0,11752,0,3
"9831",104792,1288,981,1,4.91894,20.2271,22,-16.8,11.275,10.604,10.544,0.57,"NULL","NULL",0,11763,0,3
"9832",104794,1288,1013,1,4.87068,19.9599,32.1,-102.6,11.121,10.408,10.344,0.606,"NULL","NULL",0,11765,0,3
"9834",104796,1288,1053,1,4.91485,19.9676,-5.6,-54.8,9.848,8.741,8.641,0.941,"31235","NULL",0,11767,0,3
"9848",104811,1288,1675,1,4.81775,19.463,54,-118.9,11.782,10.9,10.821,0.75,"NULL","NULL",0,11782,0,3
"9850",104814,1289,12,1,5.01359,20.2761,21,-22.1,11.975,10.452,10.315,1.295,"285059","NULL",0,11785,0,3
"9855",104820,1289,253,1,4.96507,18.7716,27.1,-39.2,11.635,10.569,10.473,0.906,"286200","NULL",0,11791,0,3
"9871",104839,1289,1039,1,4.95454,20.5073,46.4,-42.6,10.239,9.544,9.481,0.591,"31511","NULL",0,11810,0,3
"9875",104843,1289,1220,1,4.99708,19.9668,64.6,-26.5,10.529,9.763,9.694,0.651,"285083","NULL",0,11814,0,3
"9879",104848,1289,1480,1,4.94847,19.3309,37.1,-68.4,11.789,10.823,10.736,0.821,"NULL","NULL",0,11819,0,3
"9893",104864,1290,161,1,5.18994,18.7856,22.3,-39.2,11.404,10.936,10.894,0.398,"NULL","NULL",0,11835,0,3
"9921",104899,1291,54,1,5.29923,20.2429,25.7,-28.2,12.113,10.03,9.843,1.771,"NULL","NULL",0,11870,0,3
"9925",104905,1291,162,1,5.29711,19.9753,-17.7,-49.3,9.192,8.696,8.651,0.422,"34385","NULL",0,11876,0,3
"9942",104926,1291,691,1,5.30322,19.3206,31.4,-74.7,10.376,9.678,9.615,0.593,"242418","NULL",0,11897,0,3
"9947",104932,1291,770,1,5.32739,19.7602,3.7,-57.7,10.498,9.906,9.853,0.503,"NULL","NULL",0,11903,0,3
"9955",104941,1291,1024,1,5.32036,19.09,35.8,-39.5,11.4,10.665,10.599,0.625,"NULL","NULL",0,11912,0,3
"9967",104953,1291,1273,1,5.26904,19.1823,83.7,-19.6,11.726,10.784,10.699,0.801,"NULL","NULL",0,11924,0,3
"9969",104955,1291,1297,1,5.27935,18.9121,14.4,-37,10.507,9.902,9.848,0.514,"NULL","NULL",0,11926,0,3
"9970",104956,1291,1304,1,5.24578,18.9024,20.3,-69.4,10.625,9.825,9.753,0.68,"241882","NULL",0,11927,0,3
"9977",104969,1292,524,1,4.92101,21.8472,25,-87.4,9.87,8.568,8.451,1.107,"31279","NULL",0,11940,0,3
"10006",105003,1292,2205,1,4.87893,20.8252,20,-27.1,11.118,10.528,10.475,0.502,"NULL","NULL",0,11974,0,3
"10007",105004,1292,2245,1,4.91818,20.7609,25.7,-18.5,10.85,10.424,10.386,0.362,"NULL","NULL",0,11975,0,3
"10011",105008,1292,2300,1,4.91696,20.933,51.5,-125.4,12.055,10.699,10.577,1.153,"NULL","NULL",0,11979,0,3
"10016",105013,1293,22,1,4.95814,21.3945,7.8,-34.1,11.332,10.743,10.69,0.501,"NULL","NULL",0,11984,0,3
"10017",105014,1293,90,1,4.94922,21.1573,-11.9,-76,11.009,10.335,10.274,0.573,"NULL","NULL",0,11985,0,3
"10018",105015,1293,191,1,4.99758,22.2685,19.4,-40.1,11.361,9.369,9.19,1.693,"285008","NULL",0,11986,0,3
"10024",105021,1293,497,1,5.0316,22.4416,70.2,-55.4,11.17,10.399,10.33,0.655,"NULL","NULL",0,11992,0,3
"10027",105024,1293,817,1,5.04813,22.2908,25.5,-31.6,11.296,10.162,10.06,0.964,"NULL","NULL",0,11995,0,3
"10029",105026,1293,873,1,4.95731,22.1944,7.2,-40,11.446,10.583,10.505,0.734,"NULL","NULL",0,11997,0,3
"10030",105027,1293,965,1,5.00542,21.9735,27.8,-34,10.331,9.776,9.726,0.472,"285022","NULL",0,11998,0,3
"10032",105029,1293,1126,1,4.97659,21.3386,29.9,-15.5,11.837,10.731,10.631,0.94,"NULL","NULL",0,12000,0,3
"10033",105030,1293,1142,1,5.05348,21.1689,28.7,-64.7,10.604,9.941,9.881,0.564,"NULL","NULL",0,12001,0,3
"10038",105036,1293,1538,1,5.01893,21.0367,23.6,-69.5,10.769,10.179,10.126,0.502,"NULL","NULL",0,12007,0,3
"10043",105042,1293,1959,1,4.96416,21.8258,25.6,-45.4,10.988,10.102,10.022,0.753,"285017","NULL",0,12013,0,3
"10053",105055,1293,2672,1,5.06577,20.8305,56,-11.6,11.554,10.495,10.4,0.9,"NULL","NULL",0,12026,0,3
"10061",105065,1294,162,1,5.18961,21.1068,-5.8,-46.2,11.45,10.568,10.489,0.75,"NULL","NULL",0,12036,0,3
"10066",105070,1294,631,1,5.11943,22.3936,28.4,-26.2,9.181,8.545,8.488,0.541,"32864","NULL",0,12041,0,3
"10072",105077,1294,777,1,5.08052,22.1639,16,-20.8,10.82,10.315,10.27,0.429,"NULL","NULL",0,12048,0,3
"10080",105087,1294,1233,1,5.09639,21.5486,29.8,-98.3,11.098,10.232,10.154,0.736,"NULL","NULL",0,12058,0,3
"10084",105091,1294,1411,1,5.08939,21.6752,25.6,-58.4,11.715,10.801,10.719,0.777,"NULL","NULL",0,12062,0,3
"10101",105109,1294,2128,1,5.19777,21.7809,71.5,-54.2,10.436,9.691,9.624,0.633,"NULL","NULL",0,12080,0,3
"10102",105110,1294,2133,1,5.16464,21.9877,24.9,-19.6,8.016,7.782,7.761,0.199,"33270","NULL",0,12081,0,3
"10104",105112,1294,2283,1,5.16329,21.9183,63.5,-33.6,10.847,10.01,9.935,0.711,"NULL","NULL",0,12083,0,3
"10106",105116,1294,2330,1,5.17837,21.5484,-13.7,-65.3,10.938,10.082,10.005,0.728,"NULL","NULL",0,12087,0,3
"10110",105124,1295,2,1,5.2258,20.6295,42.5,-13,11.42,10.601,10.527,0.696,"NULL","NULL",0,12095,0,3
"10114",105129,1295,102,1,5.21977,21.1764,29.4,-30.2,10.652,10.163,10.119,0.416,"NULL","NULL",0,12100,0,3
"10121",105137,1295,319,1,5.33089,20.793,29.7,-20.1,11.46,10.632,10.557,0.704,"NULL","NULL",0,12108,0,3
"10127",105145,1295,709,1,5.283,21.5366,19.4,-25.7,11.698,10.814,10.734,0.751,"NULL","NULL",0,12116,0,3
"10134",105153,1295,1388,1,5.28809,21.7903,3.8,-33.8,10.901,9.944,9.858,0.813,"NULL","NULL",0,12124,0,3
"10156",105181,1296,374,1,5.40244,16.5157,-4,-65.9,10.107,9.578,9.53,0.45,"NULL","NULL",0,12152,0,3
"10164",105191,1296,577,1,5.42322,15.6972,24.6,-29.7,12.138,10.598,10.459,1.309,"NULL","NULL",0,12162,0,3
"10167",105196,1296,632,1,5.45127,15.4903,9.5,-45.8,12.055,10.731,10.612,1.125,"NULL","NULL",0,12167,0,3
"10192",105225,1296,1300,1,5.37319,16.1227,7.9,-47.1,7.852,7.538,7.51,0.267,"35036","NULL",0,12196,0,3
"10196",105229,1296,1443,1,5.33778,16.332,18.3,-55.5,11.917,11.45,11.408,0.397,"NULL","NULL",0,12200,0,3
"10213",105254,1297,90,1,5.46857,15.9808,24.4,-43.9,11.165,10.548,10.492,0.524,"NULL","NULL",0,12225,0,3
"10221",105264,1297,271,1,5.50627,16.0587,74.8,-20.5,11.696,10.662,10.569,0.879,"NULL","NULL",0,12235,0,3
"10234",105277,1297,524,1,5.50545,15.8074,19,-42.2,11.914,10.791,10.69,0.955,"NULL","NULL",0,12248,0,3
"10238",105281,1297,600,1,5.46677,15.0683,49.5,-76.9,9.702,8.961,8.894,0.63,"243928","NULL",0,12252,0,3
"10239",105282,1297,613,1,5.54089,15.1881,2.7,-36.6,11.034,10.588,10.548,0.379,"NULL","NULL",0,12253,0,3
"10242",105285,1297,660,1,5.54235,15.4558,0.5,-42.1,10.311,9.687,9.631,0.53,"NULL","NULL",0,12256,0,3
"10248",105291,1297,706,1,5.52583,15.3222,5,-37.6,9.455,8.999,8.958,0.388,"36322","NULL",0,12262,0,3
"10259",105302,1297,1011,1,5.58756,15.0196,-1.6,-50.5,11.565,10.692,10.613,0.742,"NULL","NULL",0,12273,0,3
"10261",105304,1297,1048,1,5.56576,15.1234,-1.1,-47.6,11.716,10.541,10.435,0.999,"NULL","NULL",0,12275,0,3
"10296",105342,1298,173,1,5.73198,15.273,14.4,-45.8,11.159,10.552,10.497,0.516,"NULL","NULL",0,12313,0,3
"10328",105377,1298,712,1,5.63586,15.5886,9,-31.7,9.952,9.418,9.37,0.454,"NULL","NULL",0,12348,0,3
"10347",105398,1298,962,1,5.69239,15.3768,-53.5,-99.7,11.005,10,9.91,0.854,"NULL","NULL",0,12369,0,3
"10359",105414,1298,1232,1,5.66464,16.2328,8.1,-30.1,10.823,10.265,10.215,0.474,"NULL","NULL",0,12385,0,3
"10364",105419,1299,20,1,5.79449,15.031,23,-16.1,8.386,8.075,8.047,0.264,"38621","NULL",0,12390,0,3
"10380",105437,1299,527,1,5.7499,16.1849,14.9,-24.6,10.977,10.244,10.178,0.623,"NULL","NULL",0,12408,0,3
"10420",105480,1299,1641,1,5.83434,15.7528,34.4,-34.6,11.104,10.238,10.16,0.736,"NULL","NULL",0,12451,0,3
"10487",105552,1300,1523,1,5.35173,18.4469,70.9,-60.9,10.968,10.274,10.212,0.59,"NULL","NULL",0,12523,0,3
"10490",105555,1300,1599,1,5.3648,18.4161,22.3,-36.5,10.597,10.18,10.142,0.354,"NULL","NULL",0,12526,0,3
"10492",105557,1300,1602,1,5.4477,18.42,55,-37,11.432,11,10.961,0.367,"NULL","NULL",0,12528,0,3
"10496",105561,1300,1653,1,5.33749,17.8259,9.9,-54.4,11.507,10.523,10.434,0.836,"NULL","NULL",0,12532,0,3
"10503",105568,1300,1892,1,5.36048,17.9899,-1.5,-36.8,11.22,10.304,10.222,0.779,"NULL","NULL",0,12539,0,3
"10509",105576,1300,2054,1,5.33443,17.8913,18.8,-24.6,11.259,10.799,10.758,0.391,"NULL","NULL",0,12547,0,3
"10531",105600,1301,231,1,5.49633,17.9712,28.2,-23.8,11.95,10.746,10.638,1.023,"NULL","NULL",0,12571,0,3
"10546",105621,1301,729,1,5.51999,18.2666,7.9,-26.6,9.342,8.869,8.826,0.402,"36247","NULL",0,12592,0,3
"10547",105622,1301,773,1,5.48038,18.578,24.4,-21,10.967,10.301,10.241,0.566,"NULL","NULL",0,12593,0,3
"10569",105647,1301,1348,1,5.49953,16.9837,-0.9,-47,11.072,10.357,10.293,0.608,"NULL","NULL",0,12618,0,3
"10583",105662,1301,1690,1,5.5924,17.7383,16.5,-40.2,11.208,10.401,10.328,0.686,"NULL","NULL",0,12633,0,3
"10587",105666,1301,1774,1,5.56178,16.9081,20.2,-29.3,11.441,10.63,10.557,0.689,"NULL","NULL",0,12637,0,3
"10589",105669,1301,1821,1,5.56713,18.0123,3.2,-91.8,11.727,11.167,11.117,0.476,"NULL","NULL",0,12640,0,3
"10593",105673,1301,1840,1,5.59654,17.5037,-0.2,-46.6,11.237,10.448,10.377,0.671,"NULL","NULL",0,12644,0,3
"10628",105717,1302,507,1,5.68922,17.9127,21.8,-63.8,10.905,10.314,10.261,0.502,"NULL","NULL",0,12688,0,3
"10635",105725,1302,679,1,5.6872,18.4411,28.8,-17.9,10.351,9.819,9.771,0.452,"NULL","NULL",0,12696,0,3
"10679",105772,1303,94,1,5.85214,17.8356,58.5,-61.4,8.62,8.124,8.079,0.422,"39117","NULL",0,12743,0,3
"10699",105797,1303,460,1,5.79073,18.7293,12.2,-38.2,9.173,7.9,7.785,1.082,"38543","NULL",0,12768,0,3
"10702",105800,1303,542,1,5.85171,17.889,-47,-115.4,10.75,9.989,9.921,0.647,"NULL","NULL",0,12771,0,3
"10713",105813,1303,829,1,5.82895,17.5507,17.5,-46.1,10.963,10.182,10.112,0.664,"NULL","NULL",0,12784,0,3
"10717",105817,1303,901,1,5.79443,17.9548,2.1,-44.1,9.662,9.212,9.172,0.383,"NULL","NULL",0,12788,0,3
"10726",105827,1303,1050,1,5.82964,18.2549,71.4,20.5,10.922,10.264,10.205,0.559,"NULL","NULL",0,12798,0,3
"10727",105828,1303,1059,1,5.80739,17.7961,50.7,-85.7,11.167,10.395,10.326,0.656,"NULL","NULL",0,12799,0,3
"10729",105830,1303,1111,1,5.76368,17.8606,44.2,0.3,10.922,10.129,10.058,0.674,"NULL","NULL",0,12801,0,3
"10773",105877,1304,210,1,5.35863,19.0721,6.9,-42.5,11.871,11.002,10.924,0.739,"NULL","NULL",0,12848,0,3
"10785",105890,1304,471,1,5.41625,19.1928,68.5,9.1,10.668,10.011,9.952,0.558,"NULL","NULL",0,12861,0,3
"10828",105943,1304,1724,1,5.42527,20.4181,25.1,-33.3,10.778,10.211,10.16,0.482,"NULL","NULL",0,12914,0,3
"10864",105984,1305,906,1,5.49761,20.049,36.4,-64.7,9.649,8.959,8.897,0.587,"244208","NULL",0,12955,0,3
"10866",105987,1305,937,1,5.47893,18.9404,35.2,-18.3,11.324,10.699,10.643,0.531,"NULL","NULL",0,12958,0,3
"10877",105998,1305,1199,1,5.53388,19.1399,43.1,1.3,10.948,10.328,10.272,0.527,"NULL","NULL",0,12969,0,3
"10885",106009,1305,1382,1,5.51204,19.0331,41.4,-74.1,11.879,10.98,10.899,0.764,"NULL","NULL",0,12980,0,3
"10907",106035,1305,1955,1,5.58223,19.4646,5.6,-92.1,9.678,8.909,8.84,0.654,"36795","NULL",0,13006,0,3
"10915",106043,1305,2041,1,5.57515,19.1751,35.6,-23.9,11.61,10.862,10.795,0.636,"NULL","NULL",0,13014,0,3
"10916",106044,1306,2,1,5.61924,19.9189,35.2,-46.6,11.151,10.367,10.296,0.666,"NULL","NULL",0,13015,0,3
"10936",106066,1306,302,1,5.72128,20.1627,35.5,-17.5,11.79,10.902,10.822,0.755,"NULL","NULL",0,13037,0,3
"10939",106069,1306,338,1,5.71608,20.1207,-37,-133.9,11.066,10.153,10.071,0.776,"NULL","NULL",0,13040,0,3
"10944",106075,1306,381,1,5.6076,20.3385,-33.1,-83.9,10.334,9.601,9.535,0.623,"NULL","NULL",0,13046,0,3
"10949",106081,1306,445,1,5.72251,20.3147,6.8,-28.8,11.443,10.657,10.586,0.668,"NULL","NULL",0,13052,0,3
"10955",106088,1306,537,1,5.60297,19.1731,14.5,-65.1,9.286,8.589,8.526,0.592,"36976","NULL",0,13059,0,3
"10960",106093,1306,583,1,5.6245,19.4091,66.3,-50.6,11.321,10.384,10.3,0.796,"NULL","NULL",0,13064,0,3
"10966",106101,1306,701,1,5.68516,19.3393,14.2,-25.1,11.113,9.89,9.78,1.04,"NULL","NULL",0,13072,0,3
"10982",106118,1306,849,1,5.61985,19.2259,1.2,-34.9,10.115,9.656,9.615,0.39,"NULL","NULL",0,13089,0,3
"10998",106136,1306,1123,1,5.68231,18.7761,8.3,-35.3,11.336,10.684,10.625,0.554,"NULL","NULL",0,13107,0,3
"11004",106144,1306,1261,1,5.61945,18.8624,28.6,-30,11.053,10.36,10.298,0.589,"NULL","NULL",0,13115,0,3
"11021",106163,1306,1410,1,5.72588,19.5406,11.9,-22.7,9.009,8.744,8.72,0.225,"38036","NULL",0,13134,0,3
"11035",106178,1307,135,1,5.77573,20.3041,46.3,-98.6,9.388,8.651,8.585,0.626,"38421","NULL",0,13149,0,3
"11088",106236,1307,874,1,5.80963,19.1872,8.4,-27.9,10.431,9.896,9.848,0.455,"NULL","NULL",0,13207,0,3
"11100",106248,1307,1005,1,5.78719,18.9941,1,-76.7,11.465,10.617,10.541,0.721,"NULL","NULL",0,13219,0,3
"11114",106265,1307,1184,1,5.8398,18.806,13.7,-22,11.332,10.546,10.475,0.668,"NULL","NULL",0,13236,0,3
"11140",106293,1307,1554,1,5.79538,19.6026,13,-22.8,10.091,9.591,9.546,0.425,"NULL","NULL",0,13264,0,3
"11157",106311,1308,332,1,5.45845,20.6879,17.4,-20.7,10.321,9.764,9.714,0.473,"NULL","NULL",0,13282,0,3
"11174",106330,1308,1143,1,5.38359,22.1762,42.1,-51.3,11.674,11.022,10.963,0.554,"NULL","NULL",0,13301,0,3
"11177",106333,1308,1348,1,5.37554,22.1709,15.8,-16,9.735,9.234,9.189,0.426,"35003","NULL",0,13304,0,3
"11196",106358,1309,93,1,5.53015,21.1581,6.8,-38.8,11.826,11.329,11.284,0.422,"NULL","NULL",0,13329,0,3
"11225",106388,1309,798,1,5.59423,20.9041,28.8,-25.3,9.727,8.788,8.703,0.798,"36880","NULL",0,13359,0,3
"11239",106402,1309,989,1,5.55648,21.3517,41.9,-55.4,11.954,11.261,11.199,0.589,"NULL","NULL",0,13373,0,3
"11278",106446,1309,2383,1,5.49415,22.2608,9,-33,11.644,10.834,10.761,0.689,"NULL","NULL",0,13417,0,3
"11287",106456,1309,2677,1,5.52468,21.8092,23.8,-33.6,11.733,11.016,10.951,0.609,"NULL","NULL",0,13427,0,3
"11317",106487,1309,3694,1,5.51894,21.318,5.3,-36.6,11.338,10.706,10.649,0.537,"NULL","NULL",0,13458,0,3
"11363",106538,1310,1323,1,5.63767,22.0132,11.8,-64.2,9.383,9.055,9.025,0.279,"37270","NULL",0,13509,0,3
"11370",106545,1310,1550,1,5.71978,21.4032,48.6,-9.7,10.76,10.014,9.947,0.634,"NULL","NULL",0,13516,0,3
"11396",106573,1310,2015,1,5.67461,22.4479,-18.5,-62.2,11.214,10.764,10.724,0.383,"NULL","NULL",0,13544,0,3
"11422",106600,1310,2601,1,5.64073,20.6639,17.1,-50.5,11.315,10.331,10.242,0.836,"NULL","NULL",0,13571,0,3
"11492",106674,1311,1642,1,5.78616,21.8755,2.1,-45.5,8.747,8.127,8.071,0.527,"38493","NULL",0,13645,0,3
"11501",106683,1311,1877,1,5.80878,21.7808,19.7,-30.1,11.845,10.91,10.826,0.795,"NULL","NULL",0,13654,0,3
"11506",106691,1311,2237,1,5.80148,21.0594,24,-76.4,9.28,8.358,8.275,0.784,"38632","NULL",0,13662,0,3
"11523",106710,1311,2678,1,5.8316,21.0244,56.3,11.3,11.664,10.995,10.935,0.569,"NULL","NULL",0,13681,0,3
"11528",106715,1311,2730,1,5.74747,21.0131,-25,-69.1,11.243,10.597,10.539,0.549,"NULL","NULL",0,13686,0,3
"11557",106746,1311,3147,1,5.80668,20.8496,9,-21.8,8.367,8.278,8.27,0.076,"38693","NULL",0,13717,0,3
"11568",106757,1312,106,1,5.90077,15.111,111.6,28.8,9.317,8.695,8.639,0.529,"39555","NULL",0,13728,0,3
"11588",106779,1312,803,1,5.93716,16.168,13.1,-22.4,9.389,8.962,8.924,0.363,"NULL","NULL",0,13750,0,3
"11632",106825,1312,1598,1,5.9826,16.3733,8.4,-36.9,9.036,8.673,8.64,0.309,"40368","NULL",0,13796,0,3
"11641",106834,1312,1792,1,5.97008,15.8124,17.8,-33.8,11.273,10.282,10.193,0.842,"NULL","NULL",0,13805,0,3
"11649",106842,1312,2001,1,5.96363,16.0772,12.3,-47.8,11.691,10.833,10.756,0.729,"NULL","NULL",0,13813,0,3
"11655",106848,1312,2038,1,5.96373,15.6301,-33.7,-92.5,11.713,10.921,10.85,0.673,"NULL","NULL",0,13819,0,3
"11700",106895,1313,60,1,6.09349,15.2317,10.7,-53.6,11.624,11.294,11.264,0.281,"NULL","NULL",0,13866,0,3
"11713",106910,1313,282,1,6.00859,15.0754,10.6,-55.5,10.953,10.238,10.174,0.608,"NULL","NULL",0,13879,0,3
"11718",106917,1313,327,1,6.00166,15.0549,16.6,-18.1,9.757,9.388,9.355,0.314,"NULL","NULL",0,13885,0,3
"11721",106921,1313,346,1,6.05582,16.706,19.5,-22.1,10.816,10.346,10.304,0.4,"NULL","NULL",0,13888,0,3
"11723",106925,1313,424,1,6.03513,16.6821,8,-32.7,9.251,8.69,8.64,0.477,"40834","NULL",0,13891,0,3
"11739",106956,1313,878,1,6.08952,15.1897,14.3,-27.1,9.128,7.846,7.731,1.09,"41376","NULL",0,13910,0,3
"11750",106969,1313,1174,1,6.07658,15.9131,-6.8,-64.3,10.654,10.046,9.991,0.517,"NULL","NULL",0,13921,0,3
"11791",107279,1316,185,1,5.93166,18.2539,0.2,-35.4,11.476,10.215,10.102,1.072,"NULL","NULL",0,13964,0,3
"11801",107289,1316,371,1,5.9362,18.6461,8.6,-37.8,10.703,10.182,10.135,0.443,"NULL","NULL",0,13974,0,3
"11808",107296,1316,501,1,5.97857,18.2811,2.1,-37.4,11.651,10.907,10.84,0.632,"NULL","NULL",0,13981,0,3
"11813",107301,1316,545,1,5.96134,18.2294,87.2,-81.5,11.041,10.251,10.18,0.672,"NULL","NULL",0,13986,0,3
"11822",107310,1316,625,1,5.9968,18.2949,-5,-42.9,11.456,10.53,10.447,0.787,"NULL","NULL",0,13995,0,3
"11842",107332,1316,1162,1,5.95955,17.3821,56.7,-104.2,10.531,9.878,9.819,0.555,"249617","NULL",0,14017,0,3
"11861",107352,1316,1578,1,5.9148,17.6755,-14.4,-89.3,11.696,11.102,11.049,0.505,"NULL","NULL",0,14037,0,3
"11902",107394,1316,2070,1,5.88091,17.0741,9.4,-37.8,10.485,9.871,9.816,0.522,"NULL","NULL",0,14079,0,3
"11927",107424,1317,130,1,6.07063,17.2849,131.2,-52.8,9.884,8.997,8.917,0.754,"251048","NULL",0,14105,0,3
