"","recno","TYCID1","TYCID2","TYCID3","RA_J2000","DE_J2000","pmRA","pmDE","BT","VT","V","BV","HD","HIP","Plx","indexcandidate","hyades","clusterNum"
"3265",52807,656,516,1,3.51566,12.5424,25.7,-20.7,11.535,10.956,10.904,0.492,"NULL","NULL",0,3912,0,3
"3270",52814,656,765,1,3.47835,13.1325,85.2,-29.6,11.131,10.227,10.146,0.768,"NULL","NULL",0,3919,0,3
"3275",52821,656,1002,1,3.44794,14.154,0,-36,10.378,9.658,9.593,0.612,"NULL","NULL",0,3926,0,3
"3281",52829,656,1180,1,3.47783,13.1721,177.2,-17.3,10.803,9.764,9.67,0.883,"NULL","NULL",0,3934,0,3
"3285",52833,656,1276,1,3.47207,14.725,36.5,-15.1,11.867,10.878,10.789,0.841,"NULL","NULL",0,3938,0,3
"3286",52836,656,1318,1,3.45412,12.8884,35.6,-18.3,11.032,10.295,10.229,0.626,"NULL","NULL",0,3941,0,3
"3288",52839,656,1603,1,3.48725,13.5927,52.9,-28.9,11.047,10.245,10.173,0.682,"NULL","NULL",0,3944,0,3
"3289",52840,656,1611,1,3.48111,12.5291,22.9,-28.2,11.458,10.869,10.816,0.501,"NULL","NULL",0,3945,0,3
"3295",52847,657,117,1,3.65846,9.33658,22.3,-20.3,11.025,10.137,10.057,0.755,"NULL","NULL",0,3952,0,3
"3304",52860,657,400,1,3.71072,9.14544,33.5,-16.5,11.183,10.637,10.588,0.464,"NULL","NULL",0,3965,0,3
"3310",52866,657,435,1,3.69719,7.95895,92.5,34,11.096,10.335,10.267,0.647,"NULL","NULL",0,3971,0,3
"3312",52869,657,503,1,3.68645,7.77167,-8,-63.9,12.077,11.172,11.091,0.769,"NULL","NULL",0,3974,0,3
"3314",52871,657,537,1,3.7163,9.0422,50.2,-9.9,11.168,10.04,9.938,0.959,"NULL","NULL",0,3976,0,3
"3322",52880,657,698,1,3.67455,8.79304,21.9,-26.1,11.013,10.437,10.385,0.49,"NULL","NULL",0,3985,0,3
"3325",52883,657,718,1,3.69904,8.34689,59.9,-22.9,11.63,10.817,10.744,0.691,"NULL","NULL",0,3988,0,3
"3328",52887,657,744,1,3.59836,7.86865,13.5,-28.9,11.917,10.857,10.762,0.901,"NULL","NULL",0,3992,0,3
"3331",52891,657,790,1,3.57929,9.15208,18.8,-95.3,8.033,7.795,7.774,0.202,"22182","NULL",0,3996,0,3
"3332",52897,658,21,1,3.76695,9.99038,99.5,-15.2,11.231,10.255,10.167,0.83,"NULL","NULL",0,4002,0,3
"3339",52909,658,301,1,3.84136,9.31219,54.2,-61.5,11.88,10.687,10.58,1.014,"NULL","NULL",0,4014,0,3
"3342",52913,658,352,1,3.84149,9.81355,23.2,-22.4,11.809,10.754,10.659,0.897,"NULL","NULL",0,4018,0,3
"3343",52914,658,404,1,3.8445,9.33729,53.6,-19.7,11.757,10.647,10.547,0.943,"NULL","NULL",0,4019,0,3
"3358",52931,658,595,1,3.85807,8.96535,11.4,-28.6,10.911,9.654,9.541,1.068,"NULL","NULL",0,4036,0,3
"3365",52938,658,699,1,3.88985,7.98677,47.9,-27,11.384,10.764,10.708,0.527,"NULL","NULL",0,4043,0,3
"3366",52939,658,707,1,3.79203,7.95741,23,-23.6,11.042,10.512,10.464,0.45,"NULL","NULL",0,4044,0,3
"3377",52952,658,859,1,3.9013,8.34929,25.3,-73.7,11.221,10.526,10.463,0.591,"NULL","NULL",0,4057,0,3
"3378",52953,658,860,1,3.90368,8.183,15.3,-22,10.446,9.824,9.768,0.529,"NULL","NULL",0,4058,0,3
"3381",52957,658,918,1,3.88893,8.19891,32.2,-24.1,11.037,10.365,10.305,0.571,"NULL","NULL",0,4062,0,3
"3382",52958,658,922,1,3.80873,8.52687,20.1,-20.4,11.79,10.995,10.923,0.676,"NULL","NULL",0,4063,0,3
"3386",52962,658,940,1,3.89504,8.61685,-76,-149,11.071,10.028,9.934,0.887,"NULL","NULL",0,4067,0,3
"3389",52965,658,979,1,3.80218,8.22968,32.1,-29.9,11.765,11.372,11.337,0.334,"NULL","NULL",0,4070,0,3
"3404",52992,659,462,1,4.03119,9.65741,15.3,-35.6,12.128,10.571,10.431,1.323,"NULL","NULL",0,4097,0,3
"3410",53000,659,642,1,4.08086,8.57047,53.8,-55.2,11.784,10.815,10.728,0.824,"NULL","NULL",0,4105,0,3
"3415",53005,659,693,1,4.07296,8.82086,69.7,-59.4,10.477,9.751,9.686,0.617,"NULL","NULL",0,4110,0,3
"3423",53014,659,951,1,4.06481,8.0245,13.2,-29.1,10.614,9.144,9.012,1.25,"NULL","NULL",0,4119,0,3
"3438",53033,659,1203,1,3.95439,8.9211,63.7,-36.2,10.72,9.853,9.775,0.737,"NULL","NULL",0,4138,0,3
"3451",53051,660,170,1,3.70779,12.1854,23.9,-16.2,11.619,10.792,10.718,0.703,"NULL","NULL",0,4156,0,3
"3456",53056,660,253,1,3.66715,12.2473,41.2,-20.8,10.681,9.909,9.84,0.656,"NULL","NULL",0,4161,0,3
"3465",53070,660,616,1,3.61513,12.4463,49.1,-11.1,10.338,9.708,9.651,0.535,"NULL","NULL",0,4175,0,3
"3467",53073,660,683,1,3.62893,10.7072,41.6,-25.8,11.173,9.644,9.506,1.3,"NULL","NULL",0,4178,0,3
"3471",53078,660,817,1,3.69767,10.3574,49.3,-51.9,12.16,11.28,11.201,0.748,"NULL","NULL",0,4183,0,3
"3493",53109,661,396,1,3.89172,12.3693,34.4,-81.4,11.967,10.973,10.884,0.845,"NULL","NULL",0,4214,0,3
"3501",53120,661,512,1,3.87986,11.9381,23.1,-45.8,10.85,10.144,10.08,0.6,"NULL","NULL",0,4225,0,3
"3504",53124,661,560,1,3.79824,11.8162,19.8,-24,10.928,10.197,10.131,0.621,"NULL","NULL",0,4229,0,3
"3505",53125,661,561,1,3.78941,10.9809,59.2,-23.5,11.078,10.426,10.367,0.554,"NULL","NULL",0,4230,0,3
"3508",53128,661,640,1,3.89691,10.4984,-6.9,-65.5,10.336,9.77,9.719,0.481,"286384","NULL",0,4233,0,3
"3510",53130,661,692,1,3.84737,11.0015,25,-21.9,10.885,10.354,10.306,0.451,"NULL","NULL",0,4235,0,3
"3514",53135,661,870,1,3.7526,10.8814,28.3,-27.5,11.239,10.504,10.438,0.625,"NULL","NULL",0,4240,0,3
"3533",53158,662,36,1,3.95955,10.295,142.1,-79.7,10.37,9.609,9.541,0.647,"NULL","NULL",0,4263,0,3
"3534",53159,662,39,1,3.95152,12.3475,36.5,-31.5,10.911,10.22,10.158,0.587,"NULL","NULL",0,4264,0,3
"3547",53173,662,383,1,3.97742,12.2577,22.1,-19.4,10.426,9.674,9.606,0.639,"286424","NULL",0,4278,0,3
"3563",53194,662,688,1,3.94117,11.4149,11.3,-26.3,10.955,10.161,10.09,0.675,"NULL","NULL",0,4299,0,3
"3565",53198,662,820,1,3.93866,11.4198,18.3,-22,10.895,10.171,10.106,0.615,"NULL","NULL",0,4303,0,3
"3569",53202,662,884,1,3.93909,10.7966,23.8,-21.5,11.374,10.658,10.594,0.609,"NULL","NULL",0,4307,0,3
"3570",53203,662,914,1,4.05802,11.4959,29.3,-38.1,10.976,9.041,8.867,1.645,"286524","NULL",0,4308,0,3
"3571",53205,662,947,1,3.96449,11.5734,22.2,-64.6,10.757,10.009,9.942,0.636,"NULL","NULL",0,4310,0,3
"3578",53215,662,1210,1,3.94904,11.8649,12.6,-25,11.583,10.861,10.796,0.614,"286369","NULL",0,4320,0,3
"3579",53216,662,1212,1,3.95412,11.5727,13.9,-22.1,11.845,10.765,10.668,0.918,"NULL","NULL",0,4321,0,3
"3586",53225,662,1439,1,4.06032,11.2927,35.3,-28.7,11.793,10.772,10.68,0.868,"286525","NULL",0,4330,0,3
"3590",53230,662,1548,1,3.99687,11.5428,48.5,-4.5,10.753,10.039,9.975,0.607,"NULL","NULL",0,4335,0,3
"3591",53231,663,4,1,3.71768,13.0526,15.6,-39,10.236,8.897,8.776,1.138,"NULL","NULL",0,4336,0,3
"3600",53243,663,362,1,3.68271,13.151,23.6,-24.9,11.448,10.598,10.522,0.723,"NULL","NULL",0,4348,0,3
"3601",53244,663,385,1,3.72576,13.8772,23,-24.4,11.435,10.64,10.568,0.676,"NULL","NULL",0,4349,0,3
"3602",53246,663,429,1,3.61508,14.0546,10.4,-24.6,11.233,10.437,10.365,0.677,"NULL","NULL",0,4351,0,3
"3610",53260,663,701,1,3.70884,14.8396,79.6,-106.3,11.289,10.503,10.432,0.668,"NULL","NULL",0,4365,0,3
"3615",53266,663,753,1,3.5892,14.838,6.5,-78.2,12.035,11.117,11.034,0.78,"NULL","NULL",0,4371,0,3
"3618",53271,663,923,1,3.70264,14.6271,27.9,-25.9,11.441,10.67,10.601,0.655,"NULL","NULL",0,4376,0,3
"3620",53275,663,977,1,3.74415,14.2466,27.2,-32.4,10.985,9.458,9.321,1.298,"NULL","NULL",0,4380,0,3
"3629",53285,663,1248,1,3.58299,13.8306,-38.2,-74.8,10.842,9.643,9.535,1.019,"NULL","NULL",0,4390,0,3
"3633",53291,664,62,1,3.80281,14.1954,55.6,-22.5,11.748,10.985,10.916,0.649,"NULL","NULL",0,4396,0,3
"3634",53292,664,120,1,3.85718,14.2851,21,-27.5,11.334,10.521,10.448,0.691,"NULL","NULL",0,4397,0,3
"3642",53303,664,451,1,3.75737,14.0542,63.7,-77.1,10.53,9.62,9.538,0.774,"NULL","NULL",0,4408,0,3
"3667",53338,665,22,1,4.05803,13.4281,18.4,-30.2,10.815,10.217,10.163,0.508,"286491","NULL",0,4443,0,3
"3671",53343,665,150,1,3.95594,12.9713,23.1,-24,11.989,10.939,10.845,0.893,"NULL","NULL",0,4448,0,3
"3675",53348,665,243,1,4.00713,13.8962,6.9,-40,11.664,11.033,10.976,0.536,"NULL","NULL",0,4453,0,3
"3677",53351,665,330,1,3.93943,12.8532,5.7,-31.4,10.708,10.138,10.087,0.485,"286356","NULL",0,4456,0,3
"3680",53354,665,449,1,4.03854,14.3042,71,-54.9,11.689,10.993,10.93,0.592,"NULL","NULL",0,4459,0,3
"3682",53356,665,524,1,4.04896,13.4627,64.2,-11.8,11.877,11.374,11.329,0.428,"286409","NULL",0,4461,0,3
"3683",53358,665,589,1,4.05573,13.2223,25.3,-34.3,10.704,10.239,10.197,0.395,"286412","NULL",0,4463,0,3
"3687",53364,665,757,1,3.98116,13.7065,27.6,-59.5,11.25,10.403,10.327,0.72,"NULL","NULL",0,4469,0,3
"3698",53377,665,1048,1,3.97662,13.105,79.2,-5.7,9.82,9.044,8.974,0.66,"24971","NULL",0,4482,0,3
"3703",53384,665,1175,1,4.08268,14.2544,18.6,-18.5,11.669,10.673,10.583,0.847,"286477","NULL",0,4489,0,3
"3709",53395,666,80,1,4.16319,7.80103,24.5,-19.9,11.316,10.51,10.437,0.685,"NULL","NULL",0,4500,0,3
"3718",53407,666,422,1,4.11163,7.99484,9.8,-41.9,11.785,10.587,10.479,1.018,"NULL","NULL",0,4512,0,3
"3721",53412,666,545,1,4.09372,9.20233,32.3,-40.1,9.183,8.642,8.593,0.46,"25779","NULL",0,4517,0,3
"3728",53423,667,37,1,4.28248,9.28101,42.1,-2.9,11.551,10.467,10.369,0.921,"NULL","NULL",0,4528,0,3
"3733",53433,667,355,1,4.3306,8.3028,24,-71.8,9.574,8.934,8.876,0.544,"27407","NULL",0,4538,0,3
"3739",53445,667,600,1,4.31196,8.9412,36.1,-33,10.724,9.941,9.871,0.666,"NULL","NULL",0,4550,0,3
"3746",53452,667,754,1,4.33422,8.09679,41.6,-18.4,11.403,10.251,10.147,0.979,"NULL","NULL",0,4557,0,3
"3750",53459,668,167,1,4.45532,9.2262,53.2,-27.1,11.219,10.495,10.43,0.615,"NULL","NULL",0,4564,0,3
"3753",53464,668,317,1,4.39926,8.89621,32.8,-9.8,11.475,10.052,9.924,1.21,"NULL","NULL",0,4569,0,3
"3757",53468,668,490,1,4.40632,7.7657,50.9,-30.5,11.726,11.045,10.984,0.579,"NULL","NULL",0,4573,0,3
"3759",53470,668,551,1,4.36398,8.79292,23.2,-20.6,10.312,9.517,9.445,0.676,"NULL","NULL",0,4575,0,3
"3764",53477,668,917,1,4.38273,9.07152,23.3,-26.5,10.616,8.792,8.628,1.55,"NULL","NULL",0,4582,0,3
"3766",53479,668,1107,1,4.44756,8.70489,116.9,23.2,11.713,10.964,10.897,0.637,"NULL","NULL",0,4584,0,3
"3767",53480,668,1176,1,4.3546,8.36888,15.9,-108.8,11.827,10.876,10.79,0.808,"NULL","NULL",0,4585,0,3
"3791",53506,669,577,1,4.51962,7.70453,32.8,-14.1,12.008,10.738,10.624,1.08,"NULL","NULL",0,4611,0,3
"3799",53515,669,755,1,4.47146,8.95481,61.1,-18.2,11.22,10.399,10.325,0.698,"NULL","NULL",0,4620,0,3
"3815",53537,669,1224,1,4.55226,8.32708,39.8,-31.2,11.817,11.179,11.122,0.542,"NULL","NULL",0,4642,0,3
"3820",53542,669,1351,1,4.5825,8.0631,-18,-67.3,12.168,11.401,11.332,0.652,"NULL","NULL",0,4647,0,3
"3829",53553,670,71,1,4.1578,9.77021,29.5,-37.5,10.447,9.796,9.737,0.553,"286566","NULL",0,4658,0,3
"3834",53560,670,375,1,4.17679,9.57498,31.6,-25.2,12.213,11.297,11.215,0.779,"NULL","NULL",0,4665,0,3
"3837",53563,670,465,1,4.1902,10.2773,42.4,-14.7,12.102,10.867,10.756,1.05,"NULL","NULL",0,4668,0,3
"3840",53569,670,549,1,4.15027,10.9264,58.2,-29.2,9.222,8.799,8.761,0.36,"26183","NULL",0,4674,0,3
"3845",53577,671,46,1,4.28427,10.6658,27.3,-112.4,10.239,9.568,9.508,0.57,"286668","NULL",0,4682,0,3
"3846",53578,671,118,1,4.33493,10.3973,24.8,-29.4,12.061,10.818,10.706,1.057,"NULL","NULL",0,4683,0,3
"3850",53585,671,335,1,4.28286,9.6775,3.6,-52.5,10.862,10.295,10.244,0.482,"286673","NULL",0,4690,0,3
"3852",53591,671,637,1,4.33914,11.2094,31.5,-30.6,11.669,10.263,10.136,1.195,"NULL","NULL",0,4696,0,3
"3856",53598,671,743,1,4.26648,9.63225,14.9,-55.5,10.726,10.013,9.949,0.606,"NULL","NULL",0,4703,0,3
"3865",53613,672,232,1,4.43505,9.53264,12.9,-50.2,10.884,10.307,10.255,0.49,"NULL","NULL",0,4718,0,3
"3872",53622,672,668,1,4.34495,10.7259,5.1,-54.3,10.901,10.063,9.988,0.712,"NULL","NULL",0,4727,0,3
"3873",53623,672,687,1,4.36104,9.50634,26.3,-8.8,10.566,9.964,9.91,0.512,"NULL","NULL",0,4728,0,3
"3876",53628,672,840,1,4.45712,10.4788,-21.3,-115,12.163,10.873,10.757,1.097,"286822","NULL",0,4733,0,3
"3878",53630,672,1005,1,4.37019,9.92226,75.4,-59.3,12.047,10.948,10.849,0.934,"NULL","NULL",0,4735,0,3
"3883",53640,673,39,1,4.54147,9.89561,13.4,-23.1,11.097,10.118,10.03,0.832,"286869","NULL",0,4745,0,3
"3890",53649,673,454,1,4.53627,10.7607,42.7,-53.3,9.19,7.304,7.134,1.603,"28735","NULL",0,4754,0,3
"3898",53660,673,833,1,4.56503,10.349,49.5,-59.5,9.413,8.896,8.849,0.439,"286858","NULL",0,4765,0,3
"3903",53666,673,1012,1,4.58859,9.43417,75.5,-44.5,12.189,10.864,10.745,1.126,"NULL","NULL",0,4771,0,3
"3907",53671,673,1137,1,4.49139,9.83255,50.2,-64.5,11.379,10.514,10.436,0.735,"286825","NULL",0,4776,0,3
"3913",53677,673,1327,1,4.55476,9.90458,-10.4,-108.9,10.724,9.936,9.865,0.67,"286870","NULL",0,4782,0,3
"3922",53688,673,1487,1,4.5931,10.1704,52.3,-48,8.455,7.85,7.796,0.514,"286909","NULL",0,4793,0,3
"3923",53691,674,40,1,4.17624,12.7372,60.3,-48,10.6,9.838,9.769,0.648,"NULL","NULL",0,4796,0,3
"3939",53710,674,580,1,4.0957,11.3898,4.2,-29.4,11.509,10.446,10.35,0.904,"NULL","NULL",0,4815,0,3
"3940",53711,674,647,1,4.1821,12.8121,60.3,-49.5,12.071,10.099,9.922,1.676,"286598","NULL",0,4816,0,3
"3946",53722,675,270,1,4.26603,11.8012,25.8,-56.2,11.393,10.475,10.392,0.78,"NULL","NULL",0,4827,0,3
"3948",53724,675,297,1,4.32524,12.9284,25.2,-18.7,11.742,11.166,11.114,0.49,"286689","NULL",0,4829,0,3
"3950",53728,675,385,1,4.31709,12.2674,11.5,-65.3,10.264,9.029,8.918,1.05,"286700","NULL",0,4833,0,3
"3952",53730,675,468,1,4.27936,12.9575,20.4,-26.2,11.062,9.333,9.177,1.47,"286639","NULL",0,4835,0,3
"3964",53746,676,94,1,4.36324,11.6681,-5.8,-59.8,11.87,10.762,10.662,0.942,"286704","NULL",0,4851,0,3
"3972",53760,676,506,1,4.38674,11.9265,24.1,-18.7,11.441,10.487,10.401,0.811,"286756","NULL",0,4865,0,3
"3975",53763,676,560,1,4.4315,11.9335,56.7,-49.1,10.275,9.662,9.607,0.521,"286806","NULL",0,4868,0,3
"3983",53775,676,1123,1,4.42648,12.1665,26.7,-23.6,10.994,10.661,10.631,0.283,"NULL","NULL",0,4880,0,3
"3989",53782,677,84,1,4.50921,12.5361,24.5,-73.4,11.782,11.066,11.002,0.609,"286846","NULL",0,4887,0,3
"3995",53789,677,396,1,4.49262,12.5754,3.6,-51.9,11.776,10.999,10.929,0.66,"286848","NULL",0,4894,0,3
"4004",53801,677,1029,1,4.482,11.3587,-21.2,-60,11.587,10.684,10.603,0.768,"NULL","NULL",0,4906,0,3
"4011",53811,678,83,1,4.11442,13.7322,9.8,-86.2,9.837,9.002,8.927,0.71,"25933","NULL",0,4916,0,3
"4015",53816,678,204,1,4.08612,14.3098,14.8,-56.8,11.564,10.787,10.717,0.66,"NULL","NULL",0,4921,0,3
"4018",53821,678,336,1,4.13847,13.5239,93.7,-4.7,9.917,8.849,8.753,0.908,"26091","NULL",0,4926,0,3
"4019",53822,678,353,1,4.11644,14.5988,75.9,-21,11.07,10.518,10.468,0.469,"NULL","NULL",0,4927,0,3
"4030",53839,678,658,1,4.12839,14.8429,37.7,-51.6,11.677,10.207,10.075,1.25,"285517","NULL",0,4944,0,3
"4033",53842,679,124,1,4.22549,14.5575,10.2,-56.1,9.241,8.652,8.599,0.501,"26656","NULL",0,4947,0,3
"4036",53846,679,213,1,4.2167,14.7342,47.8,-41.1,11.223,10.476,10.409,0.635,"NULL","NULL",0,4951,0,3
"4037",53848,679,245,1,4.21399,13.6518,9.3,-41.6,11.64,10.778,10.7,0.733,"NULL","NULL",0,4953,0,3
"4043",53854,679,409,1,4.26646,13.1673,46,-11.8,11.734,9.802,9.628,1.642,"286638","NULL",0,4959,0,3
"4048",53860,679,512,1,4.33221,14.8741,-6.9,-67.6,9.836,9.273,9.222,0.479,"27384","NULL",0,4965,0,3
"4056",53873,680,108,1,4.36052,14.7658,-34.8,-142.6,10.358,9.679,9.618,0.577,"NULL","NULL",0,4978,0,3
"4063",53882,680,308,1,4.35942,14.8345,126.1,-70.3,10.879,10.135,10.068,0.632,"285710","NULL",0,4987,0,3
"4066",53885,680,343,1,4.35495,13.6679,16.1,-57,11.114,10.269,10.193,0.718,"NULL","NULL",0,4990,0,3
"4067",53887,680,419,1,4.39568,13.698,29.4,-27.1,11.143,10.281,10.203,0.733,"286738","NULL",0,4992,0,3
"4068",53889,680,435,1,4.45551,13.7219,15.2,-36.9,11.057,10.176,10.097,0.749,"NULL","NULL",0,4994,0,3
"4069",53890,680,441,1,4.37627,13.9328,76.3,-104.7,10.087,9.385,9.322,0.597,"NULL","NULL",0,4995,0,3
"4071",53892,680,594,1,4.45704,14.2607,101.9,-19,11.549,10.384,10.279,0.99,"285828","NULL",0,4997,0,3
"4079",53904,680,812,1,4.37924,14.2514,83.8,-38.8,10.918,10.332,10.279,0.498,"285762","NULL",0,5009,0,3
"4082",53908,680,922,1,4.43003,14.1683,70.2,-50,11.147,10.44,10.376,0.601,"NULL","NULL",0,5013,0,3
"4083",53909,680,939,1,4.4073,13.9966,52.2,-1.4,10.702,10.075,10.019,0.533,"NULL","NULL",0,5014,0,3
"4089",53919,681,328,1,4.50588,14.6113,16,-36.4,10.262,9.573,9.511,0.586,"28504","NULL",0,5024,0,3
"4091",53921,681,408,1,4.5136,14.3606,10.8,-32.8,11.41,10.703,10.639,0.601,"NULL","NULL",0,5026,0,3
"4096",53926,681,588,1,4.52618,14.605,1,-43.2,11.733,10.932,10.86,0.681,"285879","NULL",0,5031,0,3
"4103",53938,681,988,1,4.50233,14.3067,39.2,-33.6,8.822,8.279,8.23,0.462,"28486","NULL",0,5043,0,3
"4107",53945,682,189,1,4.64079,9.37283,24.3,-19.6,11.675,10.926,10.859,0.637,"NULL","NULL",0,5050,0,3
"4117",53957,682,466,1,4.62666,8.31333,14.8,-22.2,12.059,10.931,10.829,0.959,"NULL","NULL",0,5062,0,3
"4128",53969,682,674,1,4.70891,9.10023,27.6,-25.5,11.802,11.068,11.002,0.624,"NULL","NULL",0,5074,0,3
"4139",53980,682,1065,1,4.67295,7.79732,130,-63.8,9.139,7.957,7.851,1.005,"29632","NULL",0,5085,0,3
"4143",53984,682,1164,1,4.64782,7.92908,55.5,-94.4,10.404,9.327,9.23,0.915,"NULL","NULL",0,5089,0,3
"4153",53995,682,1430,1,4.68671,8.27864,31.3,-81.3,10.175,9.366,9.293,0.688,"NULL","NULL",0,5100,0,3
"4154",53996,682,1462,1,4.71586,7.91171,31.3,-35.8,11.958,11.119,11.043,0.713,"NULL","NULL",0,5101,0,3
"4180",54028,683,547,1,4.75384,7.54319,-4.7,-45.3,10.825,9.573,9.46,1.064,"NULL","NULL",0,5133,0,3
"4185",54033,683,587,1,4.79022,7.75724,3.2,-65.9,10.43,9.866,9.815,0.479,"NULL","NULL",0,5138,0,3
"4188",54036,683,602,1,4.77925,8.50903,18.9,-76,10.479,9.767,9.703,0.605,"NULL","NULL",0,5141,0,3
"4189",54038,683,612,1,4.82744,8.62447,39.8,-42,11.061,10.244,10.17,0.694,"NULL","NULL",0,5143,0,3
"4201",54051,683,713,1,4.83315,7.67922,27.7,-28.2,9.208,8.718,8.674,0.417,"30678","NULL",0,5156,0,3
"4202",54052,683,769,1,4.78274,7.50323,136.8,85.3,10.857,10.351,10.305,0.43,"NULL","NULL",0,5157,0,3
"4215",54065,683,930,1,4.75979,8.70682,117.2,-76,12.133,11.119,11.028,0.862,"NULL","NULL",0,5170,0,3
"4216",54066,683,937,1,4.7985,8.11043,20.5,-22.2,11.85,10.979,10.901,0.74,"NULL","NULL",0,5171,0,3
"4218",54068,683,984,1,4.80459,7.96579,33.1,-36.4,11.629,11.095,11.047,0.454,"NULL","NULL",0,5173,0,3
"4219",54069,683,986,1,4.77584,8.78201,-3.4,-37.5,10.024,9.363,9.304,0.562,"NULL","NULL",0,5174,0,3
"4221",54072,683,1024,1,4.81804,7.9627,26.9,-66.6,10.768,9.894,9.815,0.743,"NULL","NULL",0,5177,0,3
"4222",54073,683,1025,1,4.76547,8.50414,19.3,-46.7,11.953,11.128,11.054,0.701,"NULL","NULL",0,5178,0,3
"4232",54083,683,1134,1,4.84737,7.99448,24,-64.9,8.056,7.435,7.379,0.528,"30769","NULL",0,5188,0,3
"4239",54092,684,11,1,4.90973,9.2482,35,-21.4,12.011,10.622,10.497,1.181,"NULL","NULL",0,5197,0,3
"4265",54122,684,573,1,4.96844,8.37648,22.6,-12.6,9.804,9.279,9.232,0.446,"NULL","NULL",0,5227,0,3
"4280",54138,684,733,1,4.8688,8.11696,28.6,-19.4,9.617,9.126,9.082,0.417,"NULL","NULL",0,5243,0,3
"4287",54145,684,797,1,4.93767,8.29487,10.1,-61.8,11.405,10.505,10.424,0.765,"NULL","NULL",0,5250,0,3
"4296",54154,684,900,1,4.95305,7.53514,21.2,-18.3,11.12,10.492,10.435,0.534,"NULL","NULL",0,5259,0,3
"4305",54166,684,1050,1,4.94906,7.5685,34.4,-83.5,11.923,11.014,10.932,0.773,"NULL","NULL",0,5271,0,3
"4309",54170,684,1138,1,4.88291,7.7488,11.8,-55.9,10.95,10.297,10.238,0.555,"NULL","NULL",0,5275,0,3
"4321",54183,684,1316,1,4.85284,7.71568,-33.5,-74.2,11.331,10.411,10.328,0.782,"NULL","NULL",0,5288,0,3
"4328",54191,685,309,1,5.01589,9.21552,154.9,44.5,9.614,8.994,8.938,0.527,"32071","NULL",0,5296,0,3
"4356",54221,685,798,1,5.00611,8.43865,19.5,-25.4,11.442,10.589,10.512,0.725,"NULL","NULL",0,5326,0,3
"4389",54259,685,1229,1,5.02264,8.86053,16.3,-36.2,10.225,9.585,9.527,0.544,"NULL","NULL",0,5364,0,3
"4422",54297,686,854,1,4.61903,10.5323,48,-9.2,11.667,10.854,10.781,0.691,"NULL","NULL",0,5402,0,3
"4427",54304,686,988,1,4.69734,10.3725,13.4,-32.4,11.114,10.479,10.422,0.54,"287010","NULL",0,5409,0,3
"4430",54307,686,1130,1,4.61888,10.01,9,-32.5,10.917,10.094,10.02,0.7,"NULL","NULL",0,5412,0,3
"4449",54326,686,1765,1,4.70503,11.1117,-68.5,-125.1,10.887,10.223,10.163,0.564,"NULL","NULL",0,5431,0,3
"4453",54330,686,1850,1,4.71044,9.60085,69.9,1.9,10.893,10.069,9.995,0.7,"287023","NULL",0,5435,0,3
"4465",54345,687,161,1,4.8132,9.67448,25.8,-48.8,10.775,9.825,9.74,0.808,"287167","NULL",0,5450,0,3
"4469",54349,687,224,1,4.82077,9.69114,14.8,-46.8,11.716,10.892,10.818,0.7,"287168","NULL",0,5454,0,3
"4472",54352,687,296,1,4.7276,9.44274,31.9,-22.6,10.227,9.626,9.572,0.511,"287025","NULL",0,5457,0,3
"4479",54360,687,419,1,4.73901,9.68434,52.1,-64.3,9.982,9.372,9.317,0.519,"287017","NULL",0,5465,0,3
"4485",54366,687,491,1,4.76943,9.62707,26.5,-24.7,11.293,10.592,10.529,0.596,"NULL","NULL",0,5471,0,3
"4506",54393,687,1104,1,4.75345,10.5392,34.6,-17.9,12.28,10.745,10.607,1.305,"287072","NULL",0,5498,0,3
"4510",54397,687,1211,1,4.80118,10.0781,11.4,-28.6,10.973,10.197,10.127,0.66,"NULL","NULL",0,5502,0,3
"4512",54399,687,1282,1,4.82988,9.89835,58.3,-33.6,11.255,10.46,10.388,0.676,"NULL","NULL",0,5504,0,3
"4516",54403,687,1459,1,4.74409,9.84412,36.8,-36.2,11.253,10.207,10.113,0.889,"NULL","NULL",0,5508,0,3
"4526",54416,688,195,1,4.87224,11.1817,67.9,-87,11.438,10.618,10.544,0.697,"287213","NULL",0,5521,0,3
"4529",54420,688,342,1,4.89746,10.3328,26.7,-21.4,10.485,8.957,8.819,1.299,"287225","NULL",0,5525,0,3
"4537",54429,688,533,1,4.9575,10.8262,44.3,-28,11.319,9.969,9.848,1.148,"NULL","NULL",0,5534,0,3
"4545",54437,688,653,1,4.95044,10.9382,26.7,-47.1,9.465,8.901,8.85,0.479,"31521","NULL",0,5542,0,3
"4546",54439,688,693,1,4.86623,10.804,64,-23.7,9.721,9.126,9.072,0.506,"287220","NULL",0,5544,0,3
"4559",54453,688,1248,1,4.86994,9.70458,98.4,-5.1,11.684,11.297,11.262,0.329,"287240","NULL",0,5558,0,3
"4569",54465,688,1520,1,4.85319,9.62306,16.2,-34.1,11.842,11.066,10.996,0.66,"NULL","NULL",0,5570,0,3
"4583",54481,688,1848,1,4.97154,9.7913,63.9,-12.7,11.308,10.353,10.267,0.812,"NULL","NULL",0,5586,0,3
"4595",54495,689,243,1,5.03974,10.9957,14.4,-33.8,11.666,11.499,11.484,0.142,"NULL","NULL",0,5600,0,3
